Z,A,E,Yield,Error
-0.8625,-0.8,0.207142857,0,0
-0.825,-0.866666667,0.207142857,1.68E-09,1.81E-11
-0.825,-0.85,0.207142857,1.26E-09,1.36E-11
-0.825,-0.833333333,0.207142857,1.54E-10,7.67E-13
-0.825,-0.816666666,0.207142857,1.13E-11,5.65E-14
-0.825,-0.8,0.207142857,6.59E-13,3.29E-15
-0.825,-0.783333333,0.207142857,0,0
-0.825,-0.766666667,0.207142857,2.04E-15,1.02E-17
-0.825,-0.75,0.207142857,3.60E-18,1.81E-20
-0.7875,-0.866666667,0.207142857,6.08E-08,3.92E-10
-0.7875,-0.85,0.207142857,6.42E-08,6.66E-10
-0.7875,-0.833333333,0.207142857,3.74E-08,3.97E-10
-0.7875,-0.816666666,0.207142857,9.00E-09,9.60E-11
-0.7875,-0.8,0.207142857,2.87E-09,3.07E-11
-0.7875,-0.783333333,0.207142857,9.08E-10,9.64E-12
-0.7875,-0.766666667,0.207142857,1.26E-10,6.30E-13
-0.7875,-0.75,0.207142857,1.17E-12,5.87E-15
-0.7875,-0.733333333,0.207142857,3.27E-13,1.64E-15
-0.7875,-0.716666667,0.207142857,1.34E-14,6.72E-17
-0.7875,-0.7,0.207142857,0,0
-0.75,-0.866666667,0.207142857,4.09E-08,3.60E-10
-0.75,-0.85,0.207142857,2.30E-07,1.11E-09
-0.75,-0.833333333,0.207142857,2.87E-07,1.98E-09
-0.75,-0.816666666,0.207142857,3.44E-07,3.26E-09
-0.75,-0.8,0.207142857,1.88E-07,1.45E-09
-0.75,-0.783333333,0.207142857,2.49E-07,2.62E-09
-0.75,-0.766666667,0.207142857,8.65E-08,8.99E-10
-0.75,-0.75,0.207142857,1.02E-08,1.02E-10
-0.75,-0.733333333,0.207142857,3.10E-09,3.01E-11
-0.75,-0.716666667,0.207142857,7.89E-10,5.20E-12
-0.75,-0.7,0.207142857,6.32E-11,3.15E-13
-0.75,-0.683333333,0.207142857,3.58E-12,1.79E-14
-0.75,-0.666666667,0.207142857,6.07E-15,3.03E-17
-0.7125,-0.866666667,0.207142857,8.23E-09,8.71E-11
-0.7125,-0.85,0.207142857,6.13E-08,6.33E-10
-0.7125,-0.833333333,0.207142857,2.89E-07,1.95E-09
-0.7125,-0.816666666,0.207142857,8.60E-07,4.65E-09
-0.7125,-0.8,0.207142857,2.24E-06,7.83E-09
-0.7125,-0.783333333,0.207142857,3.99E-06,2.57E-08
-0.7125,-0.766666667,0.207142857,8.57E-06,7.50E-08
-0.7125,-0.75,0.207142857,4.12E-06,4.11E-08
-0.7125,-0.733333333,0.207142857,4.05E-06,3.94E-08
-0.7125,-0.716666667,0.207142857,1.60E-06,1.05E-08
-0.7125,-0.7,0.207142857,9.37E-07,5.68E-09
-0.7125,-0.683333333,0.207142857,1.27E-07,6.04E-10
-0.7125,-0.666666667,0.207142857,2.35E-09,1.17E-11
-0.7125,-0.65,0.207142857,6.15E-12,3.07E-14
-0.7125,-0.633333333,0.207142857,6.70E-13,3.35E-15
-0.7125,-0.616666667,0.207142857,7.15E-15,3.57E-17
-0.7125,-0.6,0.207142857,0,0
-0.675,-0.866666667,0.207142857,1.20E-11,5.98E-14
-0.675,-0.85,0.207142857,6.28E-10,6.76E-12
-0.675,-0.833333333,0.207142857,8.57E-09,7.13E-11
-0.675,-0.816666666,0.207142857,1.29E-07,1.35E-09
-0.675,-0.8,0.207142857,4.69E-07,4.62E-09
-0.675,-0.783333333,0.207142857,2.80E-06,2.38E-08
-0.675,-0.766666667,0.207142857,1.27E-05,8.45E-08
-0.675,-0.75,0.207142857,4.05E-05,2.41E-07
-0.675,-0.733333333,0.207142857,4.38E-05,4.00E-07
-0.675,-0.716666667,0.207142857,9.32E-05,5.94E-07
-0.675,-0.7,0.207142857,0.00010678,4.84E-07
-0.675,-0.683333333,0.207142857,6.85E-05,3.26E-07
-0.675,-0.666666667,0.207142857,4.86E-06,1.96E-08
-0.675,-0.65,0.207142857,2.35E-07,8.08E-10
-0.675,-0.633333333,0.207142857,2.56E-08,1.02E-10
-0.675,-0.616666667,0.207142857,1.57E-09,7.89E-12
-0.675,-0.6,0.207142857,1.01E-11,5.05E-14
-0.675,-0.583333333,0.207142857,2.38E-14,1.19E-16
-0.675,-0.566666667,0.207142857,0,0
-0.6375,-0.866666667,0.207142857,3.38E-15,1.70E-17
-0.6375,-0.85,0.207142857,2.95E-13,1.48E-15
-0.6375,-0.833333333,0.207142857,2.13E-11,1.07E-13
-0.6375,-0.816666666,0.207142857,1.04E-09,9.43E-12
-0.6375,-0.8,0.207142857,1.79E-08,1.91E-10
-0.6375,-0.783333333,0.207142857,1.35E-07,1.01E-09
-0.6375,-0.766666667,0.207142857,4.29E-06,4.21E-08
-0.6375,-0.75,0.207142857,3.44E-05,2.35E-07
-0.6375,-0.733333333,0.207142857,0.000128252,5.35E-07
-0.6375,-0.716666667,0.207142857,0.000347817,1.24E-06
-0.6375,-0.7,0.207142857,0.001826791,4.65E-06
-0.6375,-0.683333333,0.207142857,0.001703841,5.32E-06
-0.6375,-0.666666667,0.207142857,0.001047546,3.93E-06
-0.6375,-0.65,0.207142857,0.000170579,5.76E-07
-0.6375,-0.633333333,0.207142857,0.000102687,4.01E-07
-0.6375,-0.616666667,0.207142857,1.08E-05,4.47E-08
-0.6375,-0.6,0.207142857,5.20E-07,2.15E-09
-0.6375,-0.583333333,0.207142857,4.37E-09,2.18E-11
-0.6375,-0.566666667,0.207142857,3.18E-09,1.59E-11
-0.6375,-0.55,0.207142857,1.59E-11,7.95E-14
-0.6375,-0.533333333,0.207142857,0,0
-0.6,-0.85,0.207142857,0,0
-0.6,-0.833333333,0.207142857,0,0
-0.6,-0.816666666,0.207142857,3.58E-13,1.79E-15
-0.6,-0.8,0.207142857,1.07E-11,5.33E-14
-0.6,-0.783333333,0.207142857,3.32E-10,3.52E-12
-0.6,-0.766666667,0.207142857,2.84E-08,2.59E-10
-0.6,-0.75,0.207142857,1.96E-06,1.96E-08
-0.6,-0.733333333,0.207142857,7.53E-06,5.44E-08
-0.6,-0.716666667,0.207142857,0.000100669,6.39E-07
-0.6,-0.7,0.207142857,0.000725297,3.96E-06
-0.6,-0.683333333,0.207142857,0.002792356,6.57E-06
-0.6,-0.666666667,0.207142857,0.004311424,1.14E-05
-0.6,-0.65,0.207142857,0.00489277,1.10E-05
-0.6,-0.633333333,0.207142857,0.003440263,1.16E-05
-0.6,-0.616666667,0.207142857,0.002797971,1.03E-05
-0.6,-0.6,0.207142857,0.000315479,1.28E-06
-0.6,-0.583333333,0.207142857,2.54E-05,9.27E-08
-0.6,-0.566666667,0.207142857,1.13E-05,4.54E-08
-0.6,-0.55,0.207142857,5.33E-07,1.99E-09
-0.6,-0.533333333,0.207142857,4.31E-09,2.16E-11
-0.6,-0.516666667,0.207142857,1.47E-10,7.32E-13
-0.6,-0.5,0.207142857,1.78E-12,8.85E-15
-0.6,-0.483333334,0.207142857,0,0
-0.5625,-0.816666666,0.207142857,0,0
-0.5625,-0.8,0.207142857,0,0
-0.5625,-0.783333333,0.207142857,0,0
-0.5625,-0.766666667,0.207142857,2.44E-11,1.22E-13
-0.5625,-0.75,0.207142857,6.05E-09,5.16E-11
-0.5625,-0.733333333,0.207142857,8.75E-08,8.54E-10
-0.5625,-0.716666667,0.207142857,1.75E-06,8.26E-09
-0.5625,-0.7,0.207142857,5.41E-05,3.27E-07
-0.5625,-0.683333333,0.207142857,0.000344351,1.24E-06
-0.5625,-0.666666667,0.207142857,0.003394787,1.06E-05
-0.5625,-0.65,0.207142857,0.008051971,1.41E-05
-0.5625,-0.633333333,0.207142857,0.020664517,2.90E-05
-0.5625,-0.616666667,0.207142857,0.02082983,3.71E-05
-0.5625,-0.6,0.207142857,0.023204102,5.17E-05
-0.5625,-0.583333333,0.207142857,0.005312525,1.80E-05
-0.5625,-0.566666667,0.207142857,0.006342382,2.52E-05
-0.5625,-0.55,0.207142857,0.000682697,2.56E-06
-0.5625,-0.533333333,0.207142857,6.09E-05,2.11E-07
-0.5625,-0.516666667,0.207142857,2.72E-06,9.59E-09
-0.5625,-0.5,0.207142857,1.99E-07,9.93E-10
-0.5625,-0.483333334,0.207142857,5.02E-10,2.50E-12
-0.5625,-0.466666667,0.207142857,2.07E-11,1.03E-13
-0.5625,-0.45,0.207142857,1.59E-13,7.92E-16
-0.525,-0.766666667,0.207142857,0,0
-0.525,-0.75,0.207142857,0,0
-0.525,-0.733333333,0.207142857,1.20E-11,5.98E-14
-0.525,-0.716666667,0.207142857,1.40E-09,9.22E-12
-0.525,-0.7,0.207142857,5.90E-08,3.57E-10
-0.525,-0.683333333,0.207142857,2.16E-06,1.03E-08
-0.525,-0.666666667,0.207142857,6.07E-05,2.44E-07
-0.525,-0.65,0.207142857,0.000908775,3.07E-06
-0.525,-0.633333333,0.207142857,0.002885809,1.09E-05
-0.525,-0.616666667,0.207142857,0.011145953,3.29E-05
-0.525,-0.6,0.207142857,0.023816634,4.81E-05
-0.525,-0.583333333,0.207142857,0.05231278,4.21E-05
-0.525,-0.566666667,0.207142857,0.047546472,9.89E-05
-0.525,-0.55,0.207142857,0.038525766,0.000122684
-0.525,-0.533333333,0.207142857,0.00647144,2.26E-05
-0.525,-0.516666667,0.207142857,0.002026553,7.19E-06
-0.525,-0.5,0.207142857,0.000353916,1.33E-06
-0.525,-0.483333334,0.207142857,9.33E-06,3.60E-08
-0.525,-0.466666667,0.207142857,4.54E-07,1.71E-09
-0.525,-0.45,0.207142857,3.63E-08,1.81E-10
-0.525,-0.433333333,0.207142857,4.72E-12,2.36E-14
-0.525,-0.416666666,0.207142857,9.82E-14,4.91E-16
-0.525,-0.4,0.207142857,0,0
-0.525,-0.383333333,0.207142857,0,0
-0.4875,-0.733333333,0.207142857,0,0
-0.4875,-0.716666667,0.207142857,0,0
-0.4875,-0.7,0.207142857,6.75E-12,3.38E-14
-0.4875,-0.683333333,0.207142857,5.08E-10,2.15E-12
-0.4875,-0.666666667,0.207142857,1.21E-07,4.88E-10
-0.4875,-0.65,0.207142857,4.63E-06,1.29E-08
-0.4875,-0.633333333,0.207142857,7.55E-05,2.98E-07
-0.4875,-0.616666667,0.207142857,0.000419512,1.19E-06
-0.4875,-0.6,0.207142857,0.005170826,1.74E-05
-0.4875,-0.583333333,0.207142857,0.030333281,3.83E-05
-0.4875,-0.566666667,0.207142857,0.102773015,8.04E-05
-0.4875,-0.55,0.207142857,0.134711241,9.18E-05
-0.4875,-0.533333333,0.207142857,0.199234186,0.000163163
-0.4875,-0.516666667,0.207142857,0.072259329,0.00019584
-0.4875,-0.5,0.207142857,0.06239861,0.000227759
-0.4875,-0.483333334,0.207142857,0.006220509,2.45E-05
-0.4875,-0.466666667,0.207142857,0.001637078,6.19E-06
-0.4875,-0.45,0.207142857,0.000215242,7.59E-07
-0.4875,-0.433333333,0.207142857,6.53E-07,2.27E-09
-0.4875,-0.416666666,0.207142857,2.41E-08,1.21E-10
-0.4875,-0.4,0.207142857,3.35E-09,1.67E-11
-0.4875,-0.383333333,0.207142857,8.88E-12,4.45E-14
-0.4875,-0.366666667,0.207142857,1.82E-13,9.08E-16
-0.45,-0.683333333,0.207142857,0,0
-0.45,-0.666666667,0.207142857,3.04E-12,1.52E-14
-0.45,-0.65,0.207142857,7.46E-10,2.08E-12
-0.45,-0.633333333,0.207142857,2.41E-08,6.76E-11
-0.45,-0.616666667,0.207142857,7.24E-07,3.00E-09
-0.45,-0.6,0.207142857,2.11E-05,6.53E-08
-0.45,-0.583333333,0.207142857,0.001075665,3.89E-06
-0.45,-0.566666667,0.207142857,0.00247998,6.91E-06
-0.45,-0.55,0.207142857,0.036260966,8.86E-05
-0.45,-0.533333333,0.207142857,0.081087735,0.000158497
-0.45,-0.516666667,0.207142857,0.289981214,0.000207592
-0.45,-0.5,0.207142857,0.274658037,0.000345591
-0.45,-0.483333334,0.207142857,0.252517577,0.000422882
-0.45,-0.466666667,0.207142857,0.043198471,0.000157304
-0.45,-0.45,0.207142857,0.022523069,7.95E-05
-0.45,-0.433333333,0.207142857,0.001154166,4.01E-06
-0.45,-0.416666666,0.207142857,0.000168891,6.06E-07
-0.45,-0.4,0.207142857,3.53E-05,1.31E-07
-0.45,-0.383333333,0.207142857,7.61E-07,2.83E-09
-0.45,-0.366666667,0.207142857,2.49E-08,1.24E-10
-0.45,-0.35,0.207142857,2.98E-09,1.49E-11
-0.45,-0.333333333,0.207142857,8.34E-12,4.17E-14
-0.45,-0.316666667,0.207142857,0,0
-0.45,-0.3,0.207142857,0,0
-0.4125,-0.65,0.207142857,0,0
-0.4125,-0.633333333,0.207142857,7.92E-13,3.97E-15
-0.4125,-0.616666667,0.207142857,4.15E-11,1.84E-13
-0.4125,-0.6,0.207142857,9.09E-09,3.75E-11
-0.4125,-0.583333333,0.207142857,1.61E-06,4.79E-09
-0.4125,-0.566666667,0.207142857,1.30E-05,5.17E-08
-0.4125,-0.55,0.207142857,0.000398307,1.13E-06
-0.4125,-0.533333333,0.207142857,0.013742807,4.14E-05
-0.4125,-0.516666667,0.207142857,0.028237398,6.87E-05
-0.4125,-0.5,0.207142857,0.198091564,0.000265691
-0.4125,-0.483333334,0.207142857,0.37026059,0.000340007
-0.4125,-0.466666667,0.207142857,0.672541201,0.00027934
-0.4125,-0.45,0.207142857,0.490912348,0.000550951
-0.4125,-0.433333333,0.207142857,0.165312523,0.000386431
-0.4125,-0.416666666,0.207142857,0.038387091,0.00013
-0.4125,-0.4,0.207142857,0.026541052,9.71E-05
-0.4125,-0.383333333,0.207142857,0.00189349,7.01E-06
-0.4125,-0.366666667,0.207142857,0.000306303,1.09E-06
-0.4125,-0.35,0.207142857,3.83E-05,1.34E-07
-0.4125,-0.333333333,0.207142857,8.54E-07,3.00E-09
-0.4125,-0.316666667,0.207142857,1.67E-09,8.35E-12
-0.4125,-0.3,0.207142857,1.90E-10,9.53E-13
-0.4125,-0.283333333,0.207142857,4.03E-12,2.02E-14
-0.4125,-0.266666667,0.207142857,0,0
-0.375,-0.616666667,0.207142857,0,0
-0.375,-0.6,0.207142857,0,0
-0.375,-0.583333333,0.207142857,8.06E-11,4.03E-13
-0.375,-0.566666667,0.207142857,6.86E-10,3.20E-12
-0.375,-0.55,0.207142857,1.96E-07,7.33E-10
-0.375,-0.533333333,0.207142857,1.11E-05,2.76E-08
-0.375,-0.516666667,0.207142857,0.000280527,9.85E-07
-0.375,-0.5,0.207142857,0.004053585,1.50E-05
-0.375,-0.483333334,0.207142857,0.046029703,0.000160731
-0.375,-0.466666667,0.207142857,0.120876777,0.000266993
-0.375,-0.45,0.207142857,0.358740491,0.000550763
-0.375,-0.433333333,0.207142857,0.508886253,0.000567637
-0.375,-0.416666666,0.207142857,0.660457975,0.000481529
-0.375,-0.4,0.207142857,0.216088322,0.00050936
-0.375,-0.383333333,0.207142857,0.0744867,0.00023963
-0.375,-0.366666667,0.207142857,0.037463668,0.000129781
-0.375,-0.35,0.207142857,0.017607031,6.09E-05
-0.375,-0.333333333,0.207142857,0.000972404,2.53E-06
-0.375,-0.316666667,0.207142857,2.69E-05,9.74E-08
-0.375,-0.3,0.207142857,3.89E-06,1.47E-08
-0.375,-0.283333333,0.207142857,2.93E-07,1.47E-09
-0.375,-0.266666667,0.207142857,1.34E-09,6.70E-12
-0.375,-0.25,0.207142857,2.39E-12,1.20E-14
-0.375,-0.233333333,0.207142857,3.97E-15,1.99E-17
-0.375,-0.216666667,0.207142857,0,0
-0.3375,-0.583333333,0.207142857,0,0
-0.3375,-0.566666667,0.207142857,0,0
-0.3375,-0.55,0.207142857,3.57E-12,1.51E-14
-0.3375,-0.533333333,0.207142857,1.93E-09,9.65E-12
-0.3375,-0.516666667,0.207142857,7.01E-08,1.99E-10
-0.3375,-0.5,0.207142857,8.78E-06,3.29E-08
-0.3375,-0.483333334,0.207142857,0.000289653,1.11E-06
-0.3375,-0.466666667,0.207142857,0.005585216,2.05E-05
-0.3375,-0.45,0.207142857,0.012878811,4.19E-05
-0.3375,-0.433333333,0.207142857,0.225290133,0.00048918
-0.3375,-0.416666666,0.207142857,0.258239333,0.000454983
-0.3375,-0.4,0.207142857,0.698771012,0.000463357
-0.3375,-0.383333333,0.207142857,0.709910803,0.000511393
-0.3375,-0.366666667,0.207142857,0.675240105,0.000408924
-0.3375,-0.35,0.207142857,0.366241031,0.000554692
-0.3375,-0.333333333,0.207142857,0.157095527,0.000421644
-0.3375,-0.316666667,0.207142857,0.014843583,5.23E-05
-0.3375,-0.3,0.207142857,0.006907367,2.60E-05
-0.3375,-0.283333333,0.207142857,0.000788412,2.86E-06
-0.3375,-0.266666667,0.207142857,3.31E-05,1.18E-07
-0.3375,-0.25,0.207142857,2.18E-07,7.74E-10
-0.3375,-0.233333333,0.207142857,2.42E-09,1.21E-11
-0.3375,-0.216666667,0.207142857,0,0
-0.3375,-0.2,0.207142857,0,0
-0.3375,-0.183333333,0.207142857,0,0
-0.3,-0.533333333,0.207142857,0,0
-0.3,-0.516666667,0.207142857,6.19E-13,3.10E-15
-0.3,-0.5,0.207142857,2.16E-10,1.08E-12
-0.3,-0.483333334,0.207142857,6.18E-08,2.25E-10
-0.3,-0.466666667,0.207142857,2.62E-06,7.04E-09
-0.3,-0.45,0.207142857,1.68E-05,4.89E-08
-0.3,-0.433333333,0.207142857,0.002018741,6.99E-06
-0.3,-0.416666666,0.207142857,0.008407475,2.17E-05
-0.3,-0.4,0.207142857,0.03123783,0.000111758
-0.3,-0.383333333,0.207142857,0.204299089,0.000500566
-0.3,-0.366666667,0.207142857,0.229173812,0.000408812
-0.3,-0.35,0.207142857,0.497237284,0.000580241
-0.3,-0.333333333,0.207142857,0.437311184,0.000599455
-0.3,-0.316666667,0.207142857,0.347325235,0.000565119
-0.3,-0.3,0.207142857,0.179454877,0.000451298
-0.3,-0.283333333,0.207142857,0.083233254,0.000274585
-0.3,-0.266666667,0.207142857,0.010246756,2.72E-05
-0.3,-0.25,0.207142857,0.000624364,2.21E-06
-0.3,-0.233333333,0.207142857,1.80E-05,6.91E-08
-0.3,-0.216666667,0.207142857,2.72E-12,9.76E-15
-0.3,-0.2,0.207142857,1.34E-13,6.69E-16
-0.3,-0.183333333,0.207142857,6.95E-15,3.47E-17
-0.3,-0.166666667,0.207142857,1.57E-17,7.84E-20
-0.3,-0.15,0.207142857,8.79E-11,4.40E-13
-0.2625,-0.5,0.207142857,0,0
-0.2625,-0.483333334,0.207142857,0,0
-0.2625,-0.466666667,0.207142857,1.95E-10,8.21E-13
-0.2625,-0.45,0.207142857,6.13E-10,3.07E-12
-0.2625,-0.433333333,0.207142857,1.37E-06,4.77E-09
-0.2625,-0.416666666,0.207142857,9.88E-06,3.54E-08
-0.2625,-0.4,0.207142857,0.000124496,4.61E-07
-0.2625,-0.383333333,0.207142857,0.002559368,9.38E-06
-0.2625,-0.366666667,0.207142857,0.015513701,5.16E-05
-0.2625,-0.35,0.207142857,0.045568624,0.000127563
-0.2625,-0.333333333,0.207142857,0.315037212,0.000469635
-0.2625,-0.316666667,0.207142857,0.504888311,0.00054967
-0.2625,-0.3,0.207142857,0.710108292,0.000459001
-0.2625,-0.283333333,0.207142857,0.487571568,0.000470613
-0.2625,-0.266666667,0.207142857,0.345461527,0.000436484
-0.2625,-0.25,0.207142857,0.063576638,0.00018757
-0.2625,-0.233333333,0.207142857,0.011264122,4.14E-05
-0.2625,-0.216666667,0.207142857,1.99E-05,7.12E-08
-0.2625,-0.2,0.207142857,2.35E-06,8.72E-09
-0.2625,-0.183333333,0.207142857,2.27E-07,1.17E-09
-0.2625,-0.166666667,0.207142857,4.74E-09,2.70E-11
-0.2625,-0.15,0.207142857,1.04E-06,5.20E-09
-0.2625,-0.133333333,0.207142857,2.83E-09,1.41E-11
-0.2625,-0.116666667,0.207142857,7.37E-13,3.67E-15
-0.2625,-0.1,0.207142857,4.82E-15,2.41E-17
-0.225,-0.466666667,0.207142857,0,0
-0.225,-0.45,0.207142857,0,0
-0.225,-0.433333333,0.207142857,1.15E-11,5.74E-14
-0.225,-0.416666666,0.207142857,3.43E-10,1.46E-12
-0.225,-0.4,0.207142857,6.84E-09,2.50E-11
-0.225,-0.383333333,0.207142857,1.10E-06,3.78E-09
-0.225,-0.366666667,0.207142857,1.04E-05,3.73E-08
-0.225,-0.35,0.207142857,0.000199976,6.19E-07
-0.225,-0.333333333,0.207142857,0.004241828,1.09E-05
-0.225,-0.316666667,0.207142857,0.050350759,0.000149659
-0.225,-0.3,0.207142857,0.074989994,0.000183942
-0.225,-0.283333333,0.207142857,0.213645736,0.000432737
-0.225,-0.266666667,0.207142857,0.278410778,0.000431641
-0.225,-0.25,0.207142857,0.320910134,0.000287107
-0.225,-0.233333333,0.207142857,0.113659946,0.000205946
-0.225,-0.216666667,0.207142857,0.042018977,0.000105436
-0.225,-0.2,0.207142857,0.006653924,2.26E-05
-0.225,-0.183333333,0.207142857,0.002846019,1.44E-05
-0.225,-0.166666667,0.207142857,0.000213172,1.22E-06
-0.225,-0.15,0.207142857,0.000433698,2.43E-06
-0.225,-0.133333333,0.207142857,5.75E-06,3.81E-08
-0.225,-0.116666667,0.207142857,3.18E-08,1.59E-10
-0.225,-0.1,0.207142857,4.63E-10,2.32E-12
-0.225,-0.083333333,0.207142857,2.12E-11,1.06E-13
-0.225,-0.066666667,0.207142857,1.84E-14,9.19E-17
-0.225,-0.05,0.207142857,6.90E-17,3.44E-19
-0.1875,-0.433333333,0.207142857,0,0
-0.1875,-0.416666666,0.207142857,0,0
-0.1875,-0.4,0.207142857,0,0
-0.1875,-0.383333333,0.207142857,1.38E-11,6.92E-14
-0.1875,-0.366666667,0.207142857,7.35E-10,3.67E-12
-0.1875,-0.35,0.207142857,3.20E-08,1.11E-10
-0.1875,-0.333333333,0.207142857,8.81E-06,3.10E-08
-0.1875,-0.316666667,0.207142857,0.000235663,8.54E-07
-0.1875,-0.3,0.207142857,0.001049295,3.95E-06
-0.1875,-0.283333333,0.207142857,0.005979274,2.09E-05
-0.1875,-0.266666667,0.207142857,0.038822168,0.000111307
-0.1875,-0.25,0.207142857,0.113455417,0.000243365
-0.1875,-0.233333333,0.207142857,0.186987596,0.000193384
-0.1875,-0.216666667,0.207142857,0.1399669,0.000109123
-0.1875,-0.2,0.207142857,0.073021751,2.41E-05
-0.1875,-0.183333333,0.207142857,0.039425935,5.27E-05
-0.1875,-0.166666667,0.207142857,0.016558181,3.35E-05
-0.1875,-0.15,0.207142857,0.006511303,2.13E-05
-0.1875,-0.133333333,0.207142857,0.001774609,1.12E-05
-0.1875,-0.116666667,0.207142857,4.62E-05,1.67E-07
-0.1875,-0.1,0.207142857,3.74E-06,1.43E-08
-0.1875,-0.083333333,0.207142857,2.95E-07,1.09E-09
-0.1875,-0.066666667,0.207142857,2.79E-09,1.40E-11
-0.1875,-0.05,0.207142857,2.19E-11,1.10E-13
-0.1875,-0.033333333,0.207142857,4.96E-13,2.49E-15
-0.1875,-0.016666667,0.207142857,1.71E-14,8.57E-17
-0.15,-0.383333333,0.207142857,0,0
-0.15,-0.366666667,0.207142857,0,0
-0.15,-0.35,0.207142857,1.56E-13,6.62E-16
-0.15,-0.333333333,0.207142857,2.04E-10,1.02E-12
-0.15,-0.316666667,0.207142857,4.03E-08,1.70E-10
-0.15,-0.3,0.207142857,2.15E-07,8.11E-10
-0.15,-0.283333333,0.207142857,7.84E-06,2.84E-08
-0.15,-0.266666667,0.207142857,9.85E-05,2.85E-07
-0.15,-0.25,0.207142857,0.002317294,8.10E-06
-0.15,-0.233333333,0.207142857,0.008020226,2.91E-05
-0.15,-0.216666667,0.207142857,0.002714876,7.87E-06
-0.15,-0.2,0.207142857,0.002527861,7.71E-06
-0.15,-0.183333333,0.207142857,0.004408805,1.79E-05
-0.15,-0.166666667,0.207142857,0.003423127,1.64E-05
-0.15,-0.15,0.207142857,0.005364532,2.10E-05
-0.15,-0.133333333,0.207142857,0.004611611,2.04E-05
-0.15,-0.116666667,0.207142857,0.001858976,4.47E-06
-0.15,-0.1,0.207142857,0.000384713,1.40E-06
-0.15,-0.083333333,0.207142857,0.000142249,5.21E-07
-0.15,-0.066666667,0.207142857,5.86E-06,4.78E-08
-0.15,-0.05,0.207142857,2.55E-07,9.60E-10
-0.15,-0.033333333,0.207142857,1.48E-08,7.41E-11
-0.15,-0.016666667,0.207142857,1.45E-09,7.26E-12
-0.15,-2.22E-16,0.207142857,4.85E-12,2.42E-14
-0.15,0.016666667,0.207142857,1.02E-15,5.08E-18
-0.15,0.033333333,0.207142857,0,0
-0.1125,-0.333333333,0.207142857,0,0
-0.1125,-0.316666667,0.207142857,0,0
-0.1125,-0.3,0.207142857,3.64E-12,1.82E-14
-0.1125,-0.283333333,0.207142857,3.89E-10,1.95E-12
-0.1125,-0.266666667,0.207142857,2.36E-08,8.45E-11
-0.1125,-0.25,0.207142857,1.91E-06,4.79E-09
-0.1125,-0.233333333,0.207142857,4.00E-05,1.53E-07
-0.1125,-0.216666667,0.207142857,3.07E-08,1.09E-10
-0.1125,-0.2,0.207142857,2.59E-07,9.23E-10
-0.1125,-0.183333333,0.207142857,7.30E-07,3.55E-09
-0.1125,-0.166666667,0.207142857,4.42E-06,2.32E-08
-0.1125,-0.15,0.207142857,0.000280069,1.36E-06
-0.1125,-0.133333333,0.207142857,0.003596232,1.76E-05
-0.1125,-0.116666667,0.207142857,0.004072449,4.49E-06
-0.1125,-0.1,0.207142857,0.004168776,3.08E-06
-0.1125,-0.083333333,0.207142857,0.002349009,4.02E-06
-0.1125,-0.066666667,0.207142857,0.000912713,6.54E-06
-0.1125,-0.05,0.207142857,0.000109786,4.00E-07
-0.1125,-0.033333333,0.207142857,2.24E-05,8.83E-08
-0.1125,-0.016666667,0.207142857,4.57E-06,2.22E-08
-0.1125,-2.22E-16,0.207142857,1.40E-07,7.13E-10
-0.1125,0.016666667,0.207142857,2.22E-10,1.21E-12
-0.1125,0.033333333,0.207142857,4.91E-12,2.98E-14
-0.1125,0.05,0.207142857,9.31E-14,4.65E-16
-0.1125,0.066666667,0.207142857,0,0
-0.1125,0.083333333,0.207142857,0,0
-0.1125,0.1,0.207142857,0,0
-0.075,-0.3,0.207142857,0,0
-0.075,-0.283333333,0.207142857,0,0
-0.075,-0.266666667,0.207142857,0,0
-0.075,-0.25,0.207142857,5.25E-11,2.33E-13
-0.075,-0.233333333,0.207142857,2.76E-09,1.11E-11
-0.075,-0.216666667,0.207142857,8.46E-17,2.53E-19
-0.075,-0.2,0.207142857,0,0
-0.075,-0.183333333,0.207142857,0,0
-0.075,-0.166666667,0.207142857,1.13E-12,4.65E-15
-0.075,-0.15,0.207142857,6.35E-07,3.54E-09
-0.075,-0.133333333,0.207142857,3.51E-05,1.70E-07
-0.075,-0.116666667,0.207142857,0.000592119,1.73E-06
-0.075,-0.1,0.207142857,0.001215051,2.70E-06
-0.075,-0.083333333,0.207142857,0.002388478,3.85E-06
-0.075,-0.066666667,0.207142857,0.002710023,1.18E-05
-0.075,-0.05,0.207142857,0.002137975,3.89E-06
-0.075,-0.033333333,0.207142857,0.000998039,2.48E-06
-0.075,-0.016666667,0.207142857,0.000555174,2.57E-06
-0.075,-2.22E-16,0.207142857,6.13E-05,3.10E-07
-0.075,0.016666667,0.207142857,1.68E-06,8.75E-09
-0.075,0.033333333,0.207142857,7.70E-08,4.63E-10
-0.075,0.05,0.207142857,6.58E-09,4.06E-11
-0.075,0.066666667,0.207142857,2.47E-10,2.10E-12
-0.075,0.083333333,0.207142857,5.06E-12,2.53E-14
-0.075,0.1,0.207142857,0,0
-0.075,0.116666667,0.207142857,0,0
-0.075,0.133333333,0.207142857,0,0
-0.075,0.15,0.207142857,0,0
-0.075,0.166666667,0.207142857,0,0
-0.0375,-0.266666667,0.207142857,0,0
