Z,A,E,Yield,Error
0.6375,0.733333333,0.4,0.000236115,1.51E-05
0.6375,0.75,0.4,0.000135964,8.70E-06
0.6375,0.766666667,0.4,6.36E-05,4.07E-06
0.6375,0.783333333,0.4,1.97E-05,1.26E-06
0.6375,0.8,0.4,4.26E-06,2.73E-07
0.6375,0.816666667,0.4,8.60E-07,5.51E-08
0.6375,0.833333333,0.4,1.09E-07,6.96E-09
0.6375,0.85,0.4,1.26E-08,8.09E-10
0.6375,0.866666667,0.4,5.98E-10,3.81E-11
0.6375,0.883333333,0.4,2.79E-11,1.79E-12
0.6375,0.9,0.4,1.52E-12,9.73E-14
0.675,0.6,0.4,0,0
0.675,0.616666667,0.4,4.82E-10,3.09E-11
0.675,0.633333333,0.4,9.76E-09,5.71E-10
0.675,0.65,0.4,1.12E-07,7.16E-09
0.675,0.666666667,0.4,7.92E-07,4.59E-08
0.675,0.683333333,0.4,3.35E-06,2.14E-07
0.675,0.7,0.4,3.27E-06,2.09E-07
0.675,0.716666667,0.4,3.57E-05,2.28E-06
0.675,0.733333333,0.4,5.64E-05,2.55E-06
0.675,0.75,0.4,6.96E-05,4.46E-06
0.675,0.766666667,0.4,7.02E-05,4.49E-06
0.675,0.783333333,0.4,4.73E-05,3.03E-06
0.675,0.8,0.4,2.25E-05,1.44E-06
0.675,0.816666667,0.4,1.01E-05,6.47E-07
0.675,0.833333333,0.4,2.93E-06,1.88E-07
0.675,0.85,0.4,7.97E-07,5.10E-08
0.675,0.866666667,0.4,8.97E-08,5.74E-09
0.675,0.883333333,0.4,9.97E-09,6.38E-10
0.675,0.9,0.4,1.33E-09,8.52E-11
0.7125,0.65,0.4,1.15E-12,7.38E-14
0.7125,0.666666667,0.4,6.33E-10,4.05E-11
0.7125,0.683333333,0.4,6.76E-09,4.32E-10
0.7125,0.7,0.4,5.87E-08,3.75E-09
0.7125,0.716666667,0.4,4.14E-07,2.66E-08
0.7125,0.733333333,0.4,1.58E-06,1.01E-07
0.7125,0.75,0.4,4.39E-06,2.81E-07
0.7125,0.766666667,0.4,9.98E-06,6.39E-07
0.7125,0.783333333,0.4,1.48E-05,8.78E-07
0.7125,0.8,0.4,1.53E-05,9.76E-07
0.7125,0.816666667,0.4,1.49E-05,9.51E-07
0.7125,0.833333333,0.4,9.36E-06,5.99E-07
0.7125,0.85,0.4,5.61E-06,3.59E-07
0.7125,0.866666667,0.4,1.43E-06,9.14E-08
0.7125,0.883333333,0.4,3.58E-07,2.29E-08
0.7125,0.9,0.4,1.13E-07,7.23E-09
0.75,0.7,0.4,3.34E-11,1.73E-12
0.75,0.716666667,0.4,4.74E-10,2.81E-11
0.75,0.733333333,0.4,4.43E-09,2.38E-10
0.75,0.75,0.4,2.92E-08,1.73E-09
0.75,0.766666667,0.4,1.59E-07,8.51E-09
0.75,0.783333333,0.4,5.50E-07,3.52E-08
0.75,0.8,0.4,1.26E-06,6.75E-08
0.75,0.816666667,0.4,2.84E-06,1.82E-07
0.75,0.833333333,0.4,3.17E-06,2.33E-07
0.75,0.85,0.4,5.09E-06,3.25E-07
0.75,0.866666667,0.4,2.79E-06,1.50E-07
0.75,0.883333333,0.4,1.50E-06,9.57E-08
0.75,0.9,0.4,1.05E-06,6.70E-08
0.7875,0.75,0.4,1.82E-11,1.17E-12
0.7875,0.766666667,0.4,2.47E-10,1.57E-11
0.7875,0.783333333,0.4,2.10E-09,1.34E-10
0.7875,0.8,0.4,1.15E-08,7.40E-10
0.7875,0.816666667,0.4,6.18E-08,3.66E-09
0.7875,0.833333333,0.4,1.99E-07,1.27E-08
0.7875,0.85,0.4,5.84E-07,3.74E-08
0.7875,0.866666667,0.4,7.12E-07,4.56E-08
0.7875,0.883333333,0.4,8.14E-07,5.20E-08
0.7875,0.9,0.4,1.23E-06,7.89E-08
0.825,0.8,0.4,8.54E-12,6.44E-13
0.825,0.816666667,0.4,1.33E-10,8.54E-12
0.825,0.833333333,0.4,1.04E-09,6.67E-11
0.825,0.85,0.4,7.24E-09,4.63E-10
0.825,0.866666667,0.4,2.13E-08,1.36E-09
0.825,0.883333333,0.4,5.47E-08,3.51E-09
0.825,0.9,0.4,1.67E-07,1.07E-08
0.8625,0.833333333,0.4,5.16E-13,3.30E-14
0.8625,0.85,0.4,8.88E-12,5.27E-13
0.8625,0.866666667,0.4,6.38E-11,4.08E-12
0.8625,0.883333333,0.4,3.61E-10,2.87E-11
0.8625,0.9,0.4,2.86E-09,1.82E-10
0.9,0.9,0.4,4.79E-12,2.16E-13
-0.7125,-0.8,0.2,7.23E-09,4.94E-10
-0.7125,-0.783333333,0.2,5.73E-09,2.90E-10
-0.7125,-0.766666667,0.2,2.21E-08,9.80E-10
-0.7125,-0.75,0.2,2.02E-09,1.88E-10
-0.7125,-0.733333333,0.2,1.61E-09,2.79E-10
-0.7125,-0.716666667,0.2,8.77E-11,3.94E-11
-0.7125,-0.7,0.2,1.47E-10,6.89E-11
-0.675,-0.8,0.2,2.70E-10,1.00E-10
-0.675,-0.783333333,0.2,6.24E-09,3.51E-10
-0.675,-0.766666667,0.2,1.11E-08,6.27E-10
-0.675,-0.733333333,0.2,1.57E-08,2.08E-09
-0.675,-0.7,0.2,1.10E-08,4.89E-10
-0.675,-0.683333333,0.2,3.78E-09,4.00E-10
-0.675,-0.666666667,0.2,5.53E-10,1.04E-10
-0.6375,-0.633333333,0.2,6.93E-08,4.82E-09
-0.6,-0.683333333,0.2,0.000169849,8.49E-05
-0.6,-0.666666667,0.2,0.00074116,0.000115806
-0.6,-0.65,0.2,0.002871995,0.000324258
-0.6,-0.633333333,0.2,0.001544084,0.000308817
-0.6,-0.633333333,0.2,0.001837459,0.00019301
-0.6,-0.616666667,0.2,0.000772042,0.000231613
-0.6,-0.6,0.2,0.001698492,0.000386021
-0.6,-0.6,0.2,0.000308817,7.72E-05
-0.5625,-0.683333333,0.2,0.000772042,7.72E-05
-0.5625,-0.65,0.2,0.000772042,0.002161717
-0.5625,-0.633333333,0.2,0.013896752,0.001003654
-0.5625,-0.633333333,0.2,0.00092645,0.008878481
-0.5625,-0.616666667,0.2,0.018683411,0.001080859
-0.5625,-0.616666667,0.2,0.021153945,0.001698492
-0.5625,-0.6,0.2,0.020073087,0.000694838
-0.5625,-0.6,0.2,0.019609862,0.001003654
-0.5625,-0.6,0.2,0.024242112,0.002316125
-0.5625,-0.583333333,0.2,0.007411601,0.000386021
-0.5625,-0.583333333,0.2,0.008183643,0.000540429
-0.5625,-0.583333333,0.2,0.007411601,0.000231613
-0.5625,-0.566666667,0.2,0.003396984,0.000386021
-0.5625,-0.566666667,0.2,0.000772042,0.000231613
-0.525,-0.666666667,0.2,2.62E-05,3.86E-06
-0.525,-0.633333333,0.2,0.002316125,0.000308817
-0.525,-0.616666667,0.2,0.010654177,0.000617633
-0.525,-0.616666667,0.2,0.001080859,0.019995882
-0.525,-0.6,0.2,0.021925987,0.000694838
-0.525,-0.6,0.2,0.024859746,0.000849246
-0.525,-0.6,0.2,0.029337588,0.005404293
-0.525,-0.583333333,0.2,0.048021,0.000772042
-0.525,-0.583333333,0.2,0.048484225,0.0018529
-0.525,-0.583333333,0.2,0.013279119,0.002084513
-0.525,-0.566666667,0.2,0.03196253,0.000694838
-0.525,-0.566666667,0.2,0.031653714,0.001312471
-0.525,-0.55,0.2,0.019301045,0.000540429
-0.525,-0.55,0.2,0.01791137,0.001080859
-0.525,-0.533333333,0.2,0.004941067,0.000617633
-0.525,-0.533333333,0.2,0.003088167,0.000772042
-0.4875,-0.616666667,0.2,0.001235267,0.000154408
-0.4875,-0.6,0.2,0.005867518,0.000386021
-0.4875,-0.6,0.2,0.006639559,0.000617633
-0.4875,-0.583333333,0.2,0.027947913,0.000694838
-0.4875,-0.583333333,0.2,0.037212414,0.001775696
-0.4875,-0.583333333,0.2,0.071027845,0.00849246
-0.4875,-0.566666667,0.2,0.103916825,0.001158063
-0.4875,-0.566666667,0.2,0.108549076,0.002238921
-0.4875,-0.566666667,0.2,0.001389675,0.074888054
-0.4875,-0.55,0.2,0.157805343,0.001466879
-0.4875,-0.55,0.2,0.154871584,0.002702146
-0.4875,-0.55,0.2,0.128158938,0.010808585
-0.4875,-0.533333333,0.2,0.174635854,0.002161717
-0.4875,-0.533333333,0.2,0.181429821,0.004014617
-0.4875,-0.533333333,0.2,0.114262185,0.010808585
-0.4875,-0.516666667,0.2,0.091718565,0.001621288
-0.4875,-0.516666667,0.2,0.09403469,0.002933759
-0.4875,-0.516666667,0.2,0.149776108,0.014668794
-0.4875,-0.5,0.2,0.035513922,0.001158063
-0.4875,-0.5,0.2,0.041535848,0.003165371
-0.4875,-0.5,0.2,0.038447681,0.00239333
-0.4875,-0.483333333,0.2,0.006485151,0.001235267
-0.4875,-0.483333333,0.2,0.003705801,0.001003654
-0.45,-0.6,0.2,5.40E-06,7.72E-07
-0.45,-0.583333333,0.2,0.003088167,0.000308817
-0.45,-0.583333333,0.2,0.003860209,0.000772042
-0.45,-0.566666667,0.2,0.007411601,0.000540429
-0.45,-0.566666667,0.2,0.010036543,0.001003654
-0.45,-0.566666667,0.2,0.088939215,0.000463225
-0.45,-0.55,0.2,0.034587472,0.000694838
-0.45,-0.55,0.2,0.043388749,0.001698492
-0.45,-0.55,0.2,0.182201863,0.014668794
-0.45,-0.55,0.2,0.182201863,0.014668794
-0.45,-0.533333333,0.2,0.104071234,0.0018529
-0.45,-0.533333333,0.2,0.094652324,0.003551392
-0.45,-0.533333333,0.2,0.100365433,0.003088167
-0.45,-0.533333333,0.2,0.114262185,0.005404293
-0.45,-0.516666667,0.2,0.220495136,0.002007309
-0.45,-0.516666667,0.2,0.196561841,0.003860209
-0.45,-0.516666667,0.2,0.219259869,0.003088167
-0.45,-0.5,0.2,0.233465438,0.004014617
-0.45,-0.5,0.2,0.207061609,0.004477842
-0.45,-0.5,0.2,0.171393278,0.010036543
-0.45,-0.483333333,0.2,0.164753719,0.003396984
-0.45,-0.483333333,0.2,0.147459983,0.004555047
-0.45,-0.483333333,0.2,0.152864275,0.010808585
-0.45,-0.466666667,0.2,0.044315199,0.001621288
-0.45,-0.466666667,0.2,0.057903134,0.005095476
-0.45,-0.45,0.2,0.010962993,0.001544084
-0.45,-0.45,0.2,0.00849246,0.001621288
-0.45,-0.433333333,0.2,0.000617633,0.001389675
-0.4125,-0.55,0.2,0.006021926,0.000540429
-0.4125,-0.55,0.2,0.004477842,0.000772042
-0.4125,-0.533333333,0.2,0.017448145,0.000694838
-0.4125,-0.533333333,0.2,0.020227495,0.001389675
-0.4125,-0.516666667,0.2,0.072263112,0.0018529
-0.4125,-0.516666667,0.2,0.083380514,0.003088167
-0.4125,-0.516666667,0.2,0.082299655,0.003165371
-0.4125,-0.5,0.2,0.273148386,0.004169026
-0.4125,-0.5,0.2,0.296464049,0.00849246
-0.4125,-0.5,0.2,0.26620001,0.00517268
-0.4125,-0.483333333,0.2,0.538730763,0.003242576
-0.4125,-0.483333333,0.2,0.538885172,0.011580627
-0.4125,-0.483333333,0.2,0.537495496,0.007257193
-0.4125,-0.483333333,0.2,0.580575428,0.044778424
-0.4125,-0.466666667,0.2,0.738380771,0.005404293
-0.4125,-0.466666667,0.2,0.653147357,0.02161717
-0.4125,-0.466666667,0.2,0.69329353,0.009264502
-0.4125,-0.466666667,0.2,0.679396778,0.010036543
-0.4125,-0.45,0.2,0.522517886,0.008260847
-0.4125,-0.45,0.2,0.481754079,0.010808585
-0.4125,-0.45,0.2,0.506459416,0.007720418
-0.4125,-0.45,0.2,0.455504658,0.027021463
-0.4125,-0.433333333,0.2,0.253847342,0.005944722
-0.4125,-0.433333333,0.2,0.26249421,0.005404293
-0.4125,-0.433333333,0.2,0.242884348,0.005558701
-0.4125,-0.433333333,0.2,0.254773792,0.005404293
-0.4125,-0.416666667,0.2,0.06207216,0.001698492
-0.4125,-0.416666667,0.2,0.071027845,0.002316125
-0.4125,-0.416666667,0.2,0.069483761,0.003628596
-0.4125,-0.4,0.2,0.014205569,0.001466879
-0.4125,-0.4,0.2,0.013279119,0.001466879
-0.375,-0.566666667,0.2,3.71E-10,2.32E-11
-0.375,-0.533333333,0.2,2.93E-05,7.72E-06
-0.375,-0.533333333,0.2,3.24E-06,1.54E-07
-0.375,-0.516666667,0.2,0.006330743,0.00092645
-0.375,-0.516666667,0.2,0.006639559,0.001235267
-0.375,-0.5,0.2,0.010654177,0.001080859
-0.375,-0.5,0.2,0.020536312,0.003088167
-0.375,-0.5,0.2,0.025322971,0.001235267
-0.375,-0.483333333,0.2,0.038910906,0.002624942
-0.375,-0.483333333,0.2,0.052807659,0.004169026
-0.375,-0.483333333,0.2,0.18065778,0.00849246
-0.375,-0.483333333,0.2,0.140511606,0.009835812
-0.375,-0.466666667,0.2,0.132791188,0.005018272
-0.375,-0.466666667,0.2,0.157650934,0.005867518
-0.375,-0.466666667,0.2,0.066395594,0.005404293
-0.375,-0.466666667,0.2,0.094189099,0.007064182
-0.375,-0.45,0.2,0.362396418,0.007102784
-0.375,-0.45,0.2,0.356992125,0.007334397
-0.375,-0.45,0.2,0.44778424,0.029105976
-0.375,-0.433333333,0.2,0.517885635,0.003474188
-0.375,-0.433333333,0.2,0.482217304,0.006639559
-0.375,-0.433333333,0.2,0.424622986,0.022389212
-0.375,-0.433333333,0.2,0.880127644,0.167224252
-0.375,-0.416666667,0.2,0.489011272,0.00609913
-0.375,-0.416666667,0.2,0.462298626,0.007643214
-0.375,-0.416666667,0.2,0.455504658,0.019301045
-0.375,-0.416666667,0.2,0.509547584,0.033120593
-0.375,-0.4,0.2,0.240413814,0.003937413
-0.375,-0.4,0.2,0.260023676,0.00702558
-0.375,-0.4,0.2,0.191466365,0.00849246
-0.375,-0.4,0.2,0.18065778,0.009936178
-0.375,-0.383333333,0.2,0.098203716,0.0018529
-0.375,-0.383333333,0.2,0.083843739,0.003474188
-0.375,-0.383333333,0.2,0.109629935,0.003860209
-0.375,-0.383333333,0.2,0.106541767,0.006925215
-0.375,-0.366666667,0.2,0.017756961,0.001544084
-0.375,-0.366666667,0.2,0.012043852,0.002238921
-0.375,-0.35,0.2,0.005713109,0.001389675
-0.3375,-0.483333333,0.2,0.001389675,0.000540429
-0.3375,-0.466666667,0.2,0.012507077,0.0018529
-0.3375,-0.466666667,0.2,0.007874826,0.001544084
-0.3375,-0.45,0.2,0.035359514,0.002084513
-0.3375,-0.45,0.2,0.047094549,0.003551392
-0.3375,-0.433333333,0.2,0.148077616,0.00517268
-0.3375,-0.433333333,0.2,0.179885738,0.004400638
-0.3375,-0.416666667,0.2,0.39698389,0.006485151
-0.3375,-0.416666667,0.2,0.400689691,0.007411601
-0.3375,-0.416666667,0.2,0.30572855,0.032425755
-0.3375,-0.416666667,0.2,0.324257553,0.056745072
-0.3375,-0.4,0.2,0.695764064,0.004014617
-0.3375,-0.4,0.2,0.704102115,0.010036543
-0.3375,-0.4,0.2,0.725719286,0.054042926
-0.3375,-0.4,0.2,0.71027845,0.049719491
-0.3375,-0.383333333,0.2,0.734366154,0.004323434
-0.3375,-0.383333333,0.2,0.676308611,0.00849246
-0.3375,-0.383333333,0.2,0.696381697,0.006948376
-0.3375,-0.383333333,0.2,0.818364301,0.057285501
-0.3375,-0.366666667,0.2,0.571465335,0.005790313
-0.3375,-0.366666667,0.2,0.54660559,0.00849246
-0.3375,-0.366666667,0.2,0.560502342,0.004632251
-0.3375,-0.35,0.2,0.277008595,0.005713109
-0.3375,-0.35,0.2,0.250141541,0.007720418
-0.3375,-0.35,0.2,0.398373565,0.041690257
-0.3375,-0.35,0.2,0.12507077,0.008754954
-0.3375,-0.333333333,0.2,0.126306037,0.003551392
-0.3375,-0.333333333,0.2,0.114571002,0.006407947
-0.3375,-0.316666667,0.2,0.023933296,0.001698492
-0.3375,-0.316666667,0.2,0.015132019,0.001698492
-0.3375,-0.3,0.2,0.001389675,0.000540429
-0.3,-0.433333333,0.2,0.012043852,0.002238921
-0.3,-0.416666667,0.2,0.017139328,0.001621288
-0.3,-0.416666667,0.2,0.031344897,0.003551392
-0.3,-0.4,0.2,0.059447218,0.002238921
-0.3,-0.4,0.2,0.057594318,0.004709455
-0.3,-0.383333333,0.2,0.173246178,0.00277935
-0.3,-0.383333333,0.2,0.240104998,0.00609913
-0.3,-0.366666667,0.2,0.343095373,0.005635905
-0.3,-0.366666667,0.2,0.35745535,0.00702558
-0.3,-0.366666667,0.2,0.145143857,0.007982912
-0.3,-0.35,0.2,0.500900715,0.00424623
-0.3,-0.35,0.2,0.472489577,0.00849246
-0.3,-0.333333333,0.2,0.412270318,0.003474188
-0.3,-0.333333333,0.2,0.331977971,0.00849246
-0.3,-0.316666667,0.2,0.338926347,0.003474188
-0.3,-0.316666667,0.2,0.290905348,0.007179989
-0.3,-0.316666667,0.2,0.18529003,0.017602553
-0.3,-0.3,0.2,0.128158938,0.002316125
-0.3,-0.3,0.2,0.047866591,0.003705801
-0.3,-0.3,0.2,0.037058006,0.004076381
-0.3,-0.283333333,0.2,0.045396057,0.001544084
-0.3,-0.283333333,0.2,0.020227495,0.0018529
-0.3,-0.266666667,0.2,0.011426219,0.001235267
-0.2625,-0.4,0.2,0.000617633,0.000308817
-0.2625,-0.383333333,0.2,0.020999537,0.0018529
-0.2625,-0.383333333,0.2,0.021308353,0.00239333
-0.2625,-0.366666667,0.2,0.046631324,0.0018529
-0.2625,-0.366666667,0.2,0.059447218,0.003242576
-0.2625,-0.35,0.2,0.130475063,0.003010963
-0.2625,-0.35,0.2,0.167069844,0.00609913
-0.2625,-0.333333333,0.2,0.328735396,0.005558701
-0.2625,-0.333333333,0.2,0.412270318,0.00849246
-0.2625,-0.316666667,0.2,0.523135519,0.003860209
-0.2625,-0.316666667,0.2,0.605280766,0.009264502
-0.2625,-0.316666667,0.2,0.509547584,0.071336662
-0.2625,-0.3,0.2,0.724020794,0.005867518
-0.2625,-0.3,0.2,0.704102115,0.016212878
-0.2625,-0.3,0.2,0.63307427,0.050645942
-0.2625,-0.283333333,0.2,0.478511503,0.006562355
-0.2625,-0.283333333,0.2,0.407638067,0.007720418
-0.2625,-0.283333333,0.2,0.432343404,0.025940604
-0.2625,-0.266666667,0.2,0.298316949,0.005635905
-0.2625,-0.266666667,0.2,0.288743631,0.005481497
-0.2625,-0.25,0.2,0.088167173,0.002316125
-0.2625,-0.25,0.2,0.066086777,0.00277935
-0.2625,-0.233333333,0.2,0.023161254,0.000772042
-0.2625,-0.233333333,0.2,0.013279119,0.001158063
-0.2625,-0.216666667,0.2,0.006330743,0.000463225
-0.225,-0.433333333,0.2,7.10E-09,1.85E-09
-0.225,-0.366666667,0.2,0.00277935,0.000849246
-0.225,-0.35,0.2,0.006330743,0.002238921
-0.225,-0.333333333,0.2,0.018992228,0.0018529
-0.225,-0.333333333,0.2,0.027330279,0.004014617
-0.225,-0.316666667,0.2,0.046631324,0.001930104
-0.225,-0.316666667,0.2,0.069946986,0.003705801
-0.225,-0.3,0.2,0.080601163,0.002856555
-0.225,-0.3,0.2,0.182201863,0.015440836
-0.225,-0.283333333,0.2,0.241494673,0.004863863
-0.225,-0.283333333,0.2,0.297699315,0.00702558
-0.225,-0.266666667,0.2,0.246744557,0.003396984
-0.225,-0.266666667,0.2,0.283493746,0.005249884
-0.225,-0.25,0.2,0.214164393,0.003937413
-0.225,-0.25,0.2,0.206289567,0.00424623
-0.225,-0.233333333,0.2,0.087240723,0.00331978
-0.225,-0.233333333,0.2,0.078285038,0.00239333
-0.225,-0.216666667,0.2,0.02254362,0.001235267
-0.225,-0.216666667,0.2,0.024087704,0.001621288
-0.225,-0.2,0.2,0.006793968,0.000617633
-0.225,-0.2,0.2,0.002624942,0.000540429
-0.225,-0.183333333,0.2,0.000308817,7.72E-05
-0.1875,-0.316666667,0.2,0.002316125,0.000849246
-0.1875,-0.3,0.2,0.019918678,0.002316125
-0.1875,-0.3,0.2,0.01127181,0.002316125
-0.1875,-0.283333333,0.2,0.02825673,0.002470534
-0.1875,-0.283333333,0.2,0.039682948,0.007643214
-0.1875,-0.266666667,0.2,0.101291883,0.006407947
-0.1875,-0.266666667,0.2,0.116578311,0.003628596
-0.1875,-0.25,0.2,0.137886664,0.004477842
-0.1875,-0.25,0.2,0.179268104,0.004014617
-0.1875,-0.233333333,0.2,0.161202326,0.002624942
-0.1875,-0.233333333,0.2,0.189767873,0.003474188
-0.1875,-0.216666667,0.2,0.11009316,0.001389675
-0.1875,-0.216666667,0.2,0.116269494,0.003396984
-0.1875,-0.2,0.2,0.046785733,0.001544084
-0.1875,-0.2,0.2,0.059601626,0.002316125
-0.1875,-0.183333333,0.2,0.013742344,0.001003654
-0.15,-0.266666667,0.2,0.003242576,0.000849246
-0.15,-0.25,0.2,0.013742344,0.001621288
-0.15,-0.25,0.2,0.011889444,0.002007309
-0.15,-0.233333333,0.2,0.017293736,0.001389675
-0.15,-0.233333333,0.2,0.00941891,0.001775696
-0.15,-0.216666667,0.2,0.008801276,0.001080859
-0.15,-0.216666667,0.2,0.007720418,0.001312471
-0.15,-0.2,0.2,0.013433527,0.001389675
-0.15,-0.2,0.2,0.004477842,0.001003654
-0.15,-0.183333333,0.2,0.002470534,0.000463225
-0.1125,-0.2,0.2,0.000308817,0.001544084
-0.1125,-0.183333333,0.2,0.020073087,0.000772042
-0.1125,-0.166666667,0.2,0.006485151,0.000154408
-0.1125,-0.15,0.2,0.004169026,0.000231613
-0.1125,-0.116666667,0.2,0.002624942,0.000463225
0,-0.033333333,0.2,0.001235267,0.000440064
0,-2.22E-16,0.2,0.001049977,0.000108086
0,0.016666667,0.2,0.001281589,0.000154408
0,0.033333333,0.2,0.000154408,8.49E-05
0.0375,0.016666667,0.2,0.000432343,0.000146688
0.0375,0.05,0.2,0.001158063,0.000270215
0.0375,0.05,0.2,0.000108086,6.18E-05
0.0375,0.1,0.2,0.002377889,0.000470945
0.075,0.016666667,0.2,5.40E-05,5.25E-05
0.075,0.033333333,0.2,9.73E-05,5.40E-05
0.075,0.05,0.2,0.000355139,0.000100365
0.075,0.05,0.2,0.000169849,0.000123527
0.075,0.066666667,0.2,0.00055587,0.000131247
0.075,0.083333333,0.2,0.001204385,0.000285655
0.075,0.1,0.2,9.26E-05,0.000308817
0.075,0.116666667,0.2,0.002007309,0.000540429
0.075,0.133333333,0.2,0.001080859,0.000694838
0.075,0.15,0.2,0.008029235,0.001003654
0.075,0.166666667,0.2,0.004632251,0.000617633
0.1125,0.05,0.2,6.18E-05,5.40E-05
0.1125,0.083333333,0.2,0.000277935,7.72E-05
0.1125,0.116666667,0.2,0.001976427,0.000297236
0.1125,0.15,0.2,0.013696021,0.000972773
0.1125,0.166666667,0.2,0.049410675,0.001003654
0.1125,0.183333333,0.2,0.036440373,0.00239333
0.1125,0.2,0.2,0.145143857,0.006948376
0.1125,0.216666667,0.2,0.081218797,0.008260847
0.1125,0.216666667,0.2,0.128158938,0.006176334
0.1125,0.233333333,0.2,0.094189099,0.001544084
0.15,0.2,0.2,0.075660096,0.001235267
0.15,0.2,0.2,0.031499305,0.002084513
0.15,0.216666667,0.2,0.2549282,0.014437182
0.15,0.216666667,0.2,0.237788872,0.004941067
0.15,0.216666667,0.2,0.237788872,0.007720418
0.15,0.216666667,0.2,0.271758711,0.022389212
0.15,0.233333333,0.2,0.308816717,0.003721241
0.15,0.25,0.2,0.507385866,0.034587472
0.15,0.25,0.2,0.328889804,0.010808585
0.15,0.266666667,0.2,0.061763343,0.005404293
0.1875,0.25,0.2,0.451026816,0.018529003
0.1875,0.25,0.2,0.534252921,0.017293736
0.1875,0.266666667,0.2,0.988213495,0.019301045
0.1875,0.283333333,0.2,0.537341088,0.023161254
0.225,0.25,0.2,0.0018529,0.000231613
0.225,0.266666667,0.2,0.174481445,0.009264502
0.225,0.266666667,0.2,0.18529003,0.077204179
0.225,0.3,0.2,0.347573215,0.021462762
0.225,0.3,0.2,0.044778424,0.018529003
0.225,0.3,0.2,0.18529003,0.026867054
0.2625,0.25,0.2,0.071027845,0.014668794
0.2625,0.283333333,0.2,0.013881311,0.000841526
0.2625,0.283333333,0.2,0.121056153,0.009264502
0.2625,0.316666667,0.2,0.419990735,0.011580627
0.2625,0.316666667,0.2,0.500283082,0.005404293
0.2625,0.333333333,0.2,0.730351536,0.024705337
0.2625,0.35,0.2,0.739616038,0.023161254
0.2625,0.366666667,0.2,0.548149673,0.010036543
0.2625,0.366666667,0.2,0.552781924,0.005404293
0.2625,0.383333333,0.2,0.209995368,0.004632251
0.2625,0.383333333,0.2,0.177569612,0.033197797
0.2625,0.4,0.2,0.069020536,0.001544084
0.3,0.3,0.2,0.001057697,2.49E-05
0.3,0.3,0.2,0.001142622,5.40E-05
0.3,0.333333333,0.2,0.047866591,0.003860209
0.3,0.366666667,0.2,0.370580061,0.046322508
0.3,0.366666667,0.2,0.401461732,0.026095013
0.3,0.383333333,0.2,0.480209995,0.036285964
0.3,0.383333333,0.2,0.663955942,0.043157136
0.3,0.4,0.2,0.34433064,0.029337588
0.3,0.4,0.2,0.339698389,0.025477379
0.3,0.416666667,0.2,0.200730866,0.019069432
0.3375,0.383333333,0.2,0.26249421,0.07481085
0.3375,0.4,0.2,0.571310927,0.059987647
0.3375,0.416666667,0.2,0.941890988,0.061763343
0.3375,0.416666667,0.2,0.524988419,0.06299861
0.3375,0.433333333,0.2,0.606824849,0.003860209
0.3375,0.433333333,0.2,0.617633435,0.049410675
0.3375,0.45,0.2,0.347418807,0.042462299
0.3375,0.45,0.2,0.277935046,0.023624479
0.3375,0.466666667,0.2,0.123526687,0.020073087
0.375,0.383333333,0.2,0.003396984,0.000115806
0.375,0.416666667,0.2,0.44778424,0.114184981
0.375,0.433333333,0.2,0.165216944,0.003860209
0.375,0.433333333,0.2,0.061763343,0.100365433
0.375,0.45,0.2,0.586751763,0.102681558
0.375,0.466666667,0.2,0.200730866,0.025091358
0.375,0.483333333,0.2,0.247053374,0.024705337
0.525,0.533333333,0.2,4.63E-06,7.72E-07
0.225,0.266666667,0.202428571,0.123526687,0.046322508
0.2625,0.283333333,0.202428571,0.077204179,0.015440836
0.225,0.266666667,0.207857143,0.276390962,0.100365433
0.2625,0.283333333,0.207857143,0.058675176,0.016984919
0.225,0.266666667,0.228571428,0.328889804,0.077204179
0.2625,0.283333333,0.228571428,0.058675176,0.015440836
-0.45,-0.533333333,0.242857143,0.129703021,0.002316125
-0.45,-0.516666667,0.242857143,0.242421123,0.006176334
-0.45,-0.5,0.242857143,0.285655463,0.005404293
-0.45,-0.483333333,0.242857143,0.209995368,0.003860209
-0.45,-0.466666667,0.242857143,0.098049308,0.003088167
-0.45,-0.45,0.242857143,0.018529003,0.003088167
-0.4125,-0.533333333,0.242857143,0.026249421,0.003860209
-0.4125,-0.516666667,0.242857143,0.064851511,0.006176334
-0.4125,-0.5,0.242857143,0.214627619,0.007720418
-0.4125,-0.483333333,0.242857143,0.418446652,0.019301045
-0.4125,-0.466666667,0.242857143,0.534252921,0.011580627
-0.4125,-0.45,0.242857143,0.381388646,0.007720418
-0.4125,-0.416666667,0.242857143,0.047866591,0.001544084
-0.4125,-0.4,0.242857143,0.009264502,0.000772042
-0.375,-0.5,0.242857143,0.009264502,0.003860209
-0.375,-0.483333333,0.242857143,0.064851511,0.016984919
-0.375,-0.466666667,0.242857143,0.203819033,0.015440836
-0.375,-0.416666667,0.242857143,0.506459416,0.010808585
-0.375,-0.4,0.242857143,0.279479129,0.011580627
-0.3375,-0.466666667,0.242857143,0.004632251,0.000772042
-0.3375,-0.416666667,0.242857143,0.359771476,0.019301045
-0.3375,-0.4,0.242857143,0.538885172,0.015440836
-0.3,-0.416666667,0.242857143,0.032425755,0.015440836
-0.3,-0.4,0.242857143,0.075660096,0.011580627
0.15,0.233333333,0.242857143,0.432343404,0.015440836
