Z_physical,A_physical,E_physical,E_norm,Yield_pred
25.0,70.0,0.0,0.19999999963857143,4.5712566e-12
25.0,70.0,1.0,0.21428571395010204,6.2870815e-12
25.0,70.0,2.0,0.22857142826163265,8.602274e-12
25.0,70.0,3.0,0.24285714257316326,1.1099592e-11
25.0,70.0,4.0,0.2571428568846939,1.3431104e-11
25.0,70.0,5.0,0.2714285711962245,1.6251955e-11
25.0,70.0,6.0,0.28571428550775513,2.3579281e-11
25.0,70.0,7.0,0.2999999998192857,4.5518346e-11
25.0,70.0,8.0,0.31428571413081635,1.11983076e-10
25.0,70.0,9.0,0.328571428442347,3.9894593e-10
25.0,70.0,10.0,0.3428571427538776,1.5803638e-09
25.0,70.0,11.0,0.35714285706540816,8.497517e-09
25.0,70.0,12.0,0.3714285713769388,2.5048315e-08
25.0,70.0,13.0,0.38571428568846944,5.8889242e-08
25.0,70.0,14.0,0.4,1.4120089e-07
25.0,71.00000002000002,0.0,0.19999999963857143,4.7381495e-12
25.0,71.00000002000002,1.0,0.21428571395010204,5.047784e-12
25.0,71.00000002000002,2.0,0.22857142826163265,5.3781185e-12
25.0,71.00000002000002,3.0,0.24285714257316326,5.775252e-12
25.0,71.00000002000002,4.0,0.2571428568846939,6.234135e-12
25.0,71.00000002000002,5.0,0.2714285711962245,6.7544386e-12
25.0,71.00000002000002,6.0,0.28571428550775513,7.543508e-12
25.0,71.00000002000002,7.0,0.2999999998192857,9.2116965e-12
25.0,71.00000002000002,8.0,0.31428571413081635,1.3263381e-11
25.0,71.00000002000002,9.0,0.328571428442347,2.3674736e-11
25.0,71.00000002000002,10.0,0.3428571427538776,5.3504378e-11
25.0,71.00000002000002,11.0,0.35714285706540816,1.77272e-10
25.0,71.00000002000002,12.0,0.3714285713769388,7.153427e-10
25.0,71.00000002000002,13.0,0.38571428568846944,1.3950123e-09
25.0,71.00000002000002,14.0,0.4,1.6989982e-09
25.0,71.99999998000001,0.0,0.19999999963857143,2.6414213e-11
25.0,71.99999998000001,1.0,0.21428571395010204,3.84996e-11
25.0,71.99999998000001,2.0,0.22857142826163265,4.535533e-11
25.0,71.99999998000001,3.0,0.24285714257316326,4.482302e-11
25.0,71.99999998000001,4.0,0.2571428568846939,3.9039192e-11
25.0,71.99999998000001,5.0,0.2714285711962245,3.1158538e-11
25.0,71.99999998000001,6.0,0.28571428550775513,2.3827336e-11
25.0,71.99999998000001,7.0,0.2999999998192857,1.8872483e-11
25.0,71.99999998000001,8.0,0.31428571413081635,1.7607287e-11
25.0,71.99999998000001,9.0,0.328571428442347,2.111716e-11
25.0,71.99999998000001,10.0,0.3428571427538776,3.2065052e-11
25.0,71.99999998000001,11.0,0.35714285706540816,5.804073e-11
25.0,71.99999998000001,12.0,0.3714285713769388,1.10643e-10
25.0,71.99999998000001,13.0,0.38571428568846944,1.9481175e-10
25.0,71.99999998000001,14.0,0.4,2.6653485e-10
25.0,73.00000000000001,0.0,0.19999999963857143,-2.8076946e-12
