A_physical,E_physical,Yield_pred
98.99999998000001,7.0,5.9826865
98.99999998000001,8.0,5.485538
98.99999998000001,9.0,5.1492887
98.99999998000001,10.0,4.9084125
98.99999998000001,11.0,4.7570496
98.99999998000001,12.0,4.5638914
98.99999998000001,13.0,4.2254086
98.99999998000001,14.0,3.8425713
100.0,0.0,5.2120132
100.0,1.0,5.563429
100.0,2.0,5.9066005
100.0,3.0,6.2060127
100.0,4.0,6.427931
100.0,5.0,6.536655
100.0,6.0,6.4729476
100.0,7.0,6.1626973
100.0,8.0,5.6633177
100.0,9.0,5.2456903
100.0,10.0,4.9487906
100.0,11.0,4.6584454
100.0,12.0,4.3446913
100.0,13.0,4.0315857
100.0,14.0,3.7407377
101.00000002,0.0,5.129695
101.00000002,1.0,5.570954
101.00000002,2.0,5.6605263
101.00000002,3.0,5.734322
101.00000002,4.0,5.699019
101.00000002,5.0,5.4897623
101.00000002,6.0,5.218846
101.00000002,7.0,4.948868
101.00000002,8.0,4.6821938
101.00000002,9.0,4.4302917
101.00000002,10.0,4.243618
101.00000002,11.0,4.1948457
101.00000002,12.0,4.2031574
101.00000002,13.0,4.033538
101.00000002,14.0,3.6992378
101.99999998000001,0.0,3.2424865
101.99999998000001,1.0,3.6928139
101.99999998000001,2.0,4.2083826
101.99999998000001,3.0,4.644609
101.99999998000001,4.0,4.9119225
101.99999998000001,5.0,4.9991307
101.99999998000001,6.0,4.9285803
101.99999998000001,7.0,4.7384496
101.99999998000001,8.0,4.474564
101.99999998000001,9.0,4.1875086
101.99999998000001,10.0,3.9157388
101.99999998000001,11.0,3.6764214
101.99999998000001,12.0,3.4735804
101.99999998000001,13.0,3.3172486
101.99999998000001,14.0,3.2245958
103.00000000000001,0.0,2.6765392
103.00000000000001,1.0,3.0028462
103.00000000000001,2.0,3.2883744
103.00000000000001,3.0,3.592273
103.00000000000001,4.0,3.7762182
103.00000000000001,5.0,3.8834722
103.00000000000001,6.0,3.9771974
103.00000000000001,7.0,4.0608225
103.00000000000001,8.0,4.083519
103.00000000000001,9.0,4.006849
103.00000000000001,10.0,3.8497376
103.00000000000001,11.0,3.6441796
103.00000000000001,12.0,3.4066148
103.00000000000001,13.0,3.160242
103.00000000000001,14.0,2.9424202
104.00000002,0.0,1.5444155
104.00000002,1.0,1.9825968
104.00000002,2.0,2.4049287
104.00000002,3.0,2.6084213
104.00000002,4.0,2.7047422
104.00000002,5.0,2.812528
104.00000002,6.0,2.9245663
104.00000002,7.0,3.0212142
104.00000002,8.0,3.0920947
104.00000002,9.0,3.1615112
104.00000002,10.0,3.2836955
104.00000002,11.0,3.3707154
104.00000002,12.0,3.215163
104.00000002,13.0,2.9985445
104.00000002,14.0,2.7714858
104.99999998000001,0.0,1.3267205
104.99999998000001,1.0,1.8189268
104.99999998000001,2.0,1.9900031
104.99999998000001,3.0,2.1998768
104.99999998000001,4.0,2.447565
104.99999998000001,5.0,2.5851383
104.99999998000001,6.0,2.5953205
104.99999998000001,7.0,2.5198724
104.99999998000001,8.0,2.4013135
104.99999998000001,9.0,2.2801242
104.99999998000001,10.0,2.2109942
104.99999998000001,11.0,2.2829525
104.99999998000001,12.0,2.3729422
104.99999998000001,13.0,2.2891011
104.99999998000001,14.0,2.1331532
106.00000000000001,0.0,0.5894356
106.00000000000001,1.0,0.732822
106.00000000000001,2.0,0.9234329
106.00000000000001,3.0,1.1616778
106.00000000000001,4.0,1.4023719
106.00000000000001,5.0,1.6079301
106.00000000000001,6.0,1.7645608
106.00000000000001,7.0,1.8881183
106.00000000000001,8.0,1.9906559
106.00000000000001,9.0,2.0681581
106.00000000000001,10.0,2.1139405
106.00000000000001,11.0,2.1322708
106.00000000000001,12.0,2.1245737
106.00000000000001,13.0,2.0882204
106.00000000000001,14.0,2.019477
107.00000002000002,0.0,0.19123845
107.00000002000002,1.0,0.27873644
107.00000002000002,2.0,0.39366367
107.00000002000002,3.0,0.5168159
107.00000002000002,4.0,0.65435785
107.00000002000002,5.0,0.8087561
107.00000002000002,6.0,0.96108687
107.00000002000002,7.0,1.0994313
107.00000002000002,8.0,1.2453376
107.00000002000002,9.0,1.3840705
107.00000002000002,10.0,1.4796693
107.00000002000002,11.0,1.5163542
107.00000002000002,12.0,1.4937072
107.00000002000002,13.0,1.4449227
107.00000002000002,14.0,1.4047555
107.99999998000001,0.0,0.105210125
107.99999998000001,1.0,0.15410872
107.99999998000001,2.0,0.21498092
107.99999998000001,3.0,0.30966654
107.99999998000001,4.0,0.43896735
107.99999998000001,5.0,0.5799381
107.99999998000001,6.0,0.7107603
