Z_physical,A_physical,E_physical,E_norm,Yield_pred
26.0,65.99999998,5.0,0.2714285711962245,6.9606915e-07
26.0,65.99999998,6.0,0.28571428550775513,1.398342e-06
26.0,65.99999998,7.0,0.2999999998192857,3.0664778e-06
26.0,65.99999998,8.0,0.31428571413081635,6.539535e-06
26.0,65.99999998,9.0,0.328571428442347,1.2824134e-05
26.0,65.99999998,10.0,0.3428571427538776,3.1136457e-05
26.0,65.99999998,11.0,0.35714285706540816,5.598638e-05
26.0,65.99999998,12.0,0.3714285713769388,9.097692e-05
26.0,65.99999998,13.0,0.38571428568846944,0.00013676265
26.0,65.99999998,14.0,0.4,0.00020072177
26.0,67.0,0.0,0.19999999963857143,2.3510117e-08
26.0,67.0,1.0,0.21428571395010204,4.6296986e-08
26.0,67.0,2.0,0.22857142826163265,1.0879654e-07
26.0,67.0,3.0,0.24285714257316326,3.0150125e-07
26.0,67.0,4.0,0.2571428568846939,9.031345e-07
26.0,67.0,5.0,0.2714285711962245,2.0898472e-06
26.0,67.0,6.0,0.28571428550775513,4.090397e-06
26.0,67.0,7.0,0.2999999998192857,7.6693395e-06
26.0,67.0,8.0,0.31428571413081635,1.1203473e-05
26.0,67.0,9.0,0.328571428442347,1.5174482e-05
26.0,67.0,10.0,0.3428571427538776,1.9978683e-05
26.0,67.0,11.0,0.35714285706540816,2.5978177e-05
26.0,67.0,12.0,0.3714285713769388,3.3646666e-05
26.0,67.0,13.0,0.38571428568846944,4.385273e-05
26.0,67.0,14.0,0.4,5.8192894e-05
26.0,68.00000002,0.0,0.19999999963857143,5.101102e-08
26.0,68.00000002,1.0,0.21428571395010204,8.397807e-08
26.0,68.00000002,2.0,0.22857142826163265,1.4227082e-07
26.0,68.00000002,3.0,0.24285714257316326,2.4103662e-07
26.0,68.00000002,4.0,0.2571428568846939,3.9592436e-07
26.0,68.00000002,5.0,0.2714285711962245,6.209233e-07
26.0,68.00000002,6.0,0.28571428550775513,9.560088e-07
26.0,68.00000002,7.0,0.2999999998192857,1.5272237e-06
26.0,68.00000002,8.0,0.31428571413081635,2.6364426e-06
26.0,68.00000002,9.0,0.328571428442347,4.2962133e-06
26.0,68.00000002,10.0,0.3428571427538776,8.367826e-06
26.0,68.00000002,11.0,0.35714285706540816,1.7540044e-05
26.0,68.00000002,12.0,0.3714285713769388,3.048554e-05
26.0,68.00000002,13.0,0.38571428568846944,5.100629e-05
26.0,68.00000002,14.0,0.4,8.0669524e-05
26.0,69.00000004,0.0,0.19999999963857143,2.3584649e-08
26.0,69.00000004,1.0,0.21428571395010204,3.6190418e-08
26.0,69.00000004,2.0,0.22857142826163265,6.1055886e-08
26.0,69.00000004,3.0,0.24285714257316326,1.0809281e-07
26.0,69.00000004,4.0,0.2571428568846939,1.889865e-07
26.0,69.00000004,5.0,0.2714285711962245,3.008184e-07
26.0,69.00000004,6.0,0.28571428550775513,4.0610453e-07
26.0,69.00000004,7.0,0.2999999998192857,4.8963244e-07
26.0,69.00000004,8.0,0.31428571413081635,5.992576e-07
26.0,69.00000004,9.0,0.328571428442347,8.660403e-07
26.0,69.00000004,10.0,0.3428571427538776,1.5580883e-06
26.0,69.00000004,11.0,0.35714285706540816,3.3337894e-06
26.0,69.00000004,12.0,0.3714285713769388,6.8909276e-06
26.0,69.00000004,13.0,0.38571428568846944,2.0274461e-05
26.0,69.00000004,14.0,0.4,4.746065e-05
26.0,70.0,0.0,0.19999999963857143,5.238449e-09
26.0,70.0,1.0,0.21428571395010204,6.8299277e-09
26.0,70.0,2.0,0.22857142826163265,9.32819e-09
26.0,70.0,3.0,0.24285714257316326,1.3416414e-08
26.0,70.0,4.0,0.2571428568846939,2.0049486e-08
26.0,70.0,5.0,0.2714285711962245,2.984012e-08
26.0,70.0,6.0,0.28571428550775513,4.1819856e-08
26.0,70.0,7.0,0.2999999998192857,5.4730474e-08
26.0,70.0,8.0,0.31428571413081635,7.309726e-08
26.0,70.0,9.0,0.328571428442347,1.16892025e-07
26.0,70.0,10.0,0.3428571427538776,2.248578e-07
26.0,70.0,11.0,0.35714285706540816,4.9717494e-07
26.0,70.0,12.0,0.3714285713769388,1.1940944e-06
26.0,70.0,13.0,0.38571428568846944,2.6278854e-06
26.0,70.0,14.0,0.4,8.166598e-06
26.0,71.00000002000002,0.0,0.19999999963857143,1.16134e-09
26.0,71.00000002000002,1.0,0.21428571395010204,1.5844601e-09
26.0,71.00000002000002,2.0,0.22857142826163265,2.0898834e-09
26.0,71.00000002000002,3.0,0.24285714257316326,2.6977283e-09
26.0,71.00000002000002,4.0,0.2571428568846939,3.474008e-09
26.0,71.00000002000002,5.0,0.2714285711962245,4.554091e-09
26.0,71.00000002000002,6.0,0.28571428550775513,6.25011e-09
26.0,71.00000002000002,7.0,0.2999999998192857,9.412364e-09
26.0,71.00000002000002,8.0,0.31428571413081635,1.6030246e-08
26.0,71.00000002000002,9.0,0.328571428442347,3.0951362e-08
26.0,71.00000002000002,10.0,0.3428571427538776,6.631951e-08
26.0,71.00000002000002,11.0,0.35714285706540816,1.500295e-07
26.0,71.00000002000002,12.0,0.3714285713769388,3.3622646e-07
26.0,71.00000002000002,13.0,0.38571428568846944,6.1191514e-07
26.0,71.00000002000002,14.0,0.4,1.1912147e-06
26.0,71.99999998000001,0.0,0.19999999963857143,5.5935985e-11
26.0,71.99999998000001,1.0,0.21428571395010204,1.1070423e-10
26.0,71.99999998000001,2.0,0.22857142826163265,2.0272645e-10
26.0,71.99999998000001,3.0,0.24285714257316326,3.4107184e-10
26.0,71.99999998000001,4.0,0.2571428568846939,5.519277e-10
26.0,71.99999998000001,5.0,0.2714285711962245,9.1751523e-10
26.0,71.99999998000001,6.0,0.28571428550775513,1.6278477e-09
26.0,71.99999998000001,7.0,0.2999999998192857,3.0714264e-09
26.0,71.99999998000001,8.0,0.31428571413081635,5.9835266e-09
26.0,71.99999998000001,9.0,0.328571428442347,1.1708519e-08
26.0,71.99999998000001,10.0,0.3428571427538776,2.241255e-08
26.0,71.99999998000001,11.0,0.35714285706540816,4.0849265e-08
26.0,71.99999998000001,12.0,0.3714285713769388,7.0139365e-08
26.0,71.99999998000001,13.0,0.38571428568846944,1.1494177e-07
26.0,71.99999998000001,14.0,0.4,1.7688649e-07
26.0,73.00000000000001,0.0,0.19999999963857143,8.618491e-13
26.0,73.00000000000001,1.0,0.21428571395010204,7.656144e-12
26.0,73.00000000000001,2.0,0.22857142826163265,1.984636e-11
26.0,73.00000000000001,3.0,0.24285714257316326,4.025698e-11
26.0,73.00000000000001,4.0,0.2571428568846939,7.4209576e-11
26.0,73.00000000000001,5.0,0.2714285711962245,1.3354241e-10
26.0,73.00000000000001,6.0,0.28571428550775513,2.4381974e-10
26.0,73.00000000000001,7.0,0.2999999998192857,4.5705378e-10
26.0,73.00000000000001,8.0,0.31428571413081635,8.686645e-10
26.0,73.00000000000001,9.0,0.328571428442347,1.6192393e-09
26.0,73.00000000000001,10.0,0.3428571427538776,2.8752214e-09
26.0,73.00000000000001,11.0,0.35714285706540816,4.813054e-09
26.0,73.00000000000001,12.0,0.3714285713769388,7.604953e-09
26.0,73.00000000000001,13.0,0.38571428568846944,1.1501254e-08
26.0,73.00000000000001,14.0,0.4,1.6969652e-08
26.0,74.00000002,0.0,0.19999999963857143,-2.771995e-12
26.0,74.00000002,1.0,0.21428571395010204,2.65334e-12
26.0,74.00000002,2.0,0.22857142826163265,1.4224822e-11
26.0,74.00000002,3.0,0.24285714257316326,3.401349e-11
26.0,74.00000002,4.0,0.2571428568846939,6.190302e-11
26.0,74.00000002,5.0,0.2714285711962245,9.439334e-11
26.0,74.00000002,6.0,0.28571428550775513,1.2769129e-10
26.0,74.00000002,7.0,0.2999999998192857,1.7231416e-10
26.0,74.00000002,8.0,0.31428571413081635,2.532459e-10
26.0,74.00000002,9.0,0.328571428442347,4.1570689e-10
26.0,74.00000002,10.0,0.3428571427538776,7.252356e-10
26.0,74.00000002,11.0,0.35714285706540816,1.2425407e-09
26.0,74.00000002,12.0,0.3714285713769388,1.934829e-09
26.0,74.00000002,13.0,0.38571428568846944,2.6714733e-09
26.0,74.00000002,14.0,0.4,3.3355292e-09
26.0,74.99999998,0.0,0.19999999963857143,-1.4893256e-12
26.0,74.99999998,1.0,0.21428571395010204,1.113699e-12
26.0,74.99999998,2.0,0.22857142826163265,4.6356348e-12
26.0,74.99999998,3.0,0.24285714257316326,9.108687e-12
26.0,74.99999998,4.0,0.2571428568846939,1.43989265e-11
26.0,74.99999998,5.0,0.2714285711962245,2.0293048e-11
26.0,74.99999998,6.0,0.28571428550775513,2.6377326e-11
26.0,74.99999998,7.0,0.2999999998192857,3.19708e-11
26.0,74.99999998,8.0,0.31428571413081635,3.6042596e-11
26.0,74.99999998,9.0,0.328571428442347,3.911702e-11
26.0,74.99999998,10.0,0.3428571427538776,4.4424676e-11
26.0,74.99999998,11.0,0.35714285706540816,5.718969e-11
26.0,74.99999998,12.0,0.3714285713769388,8.393658e-11
