Z,A,E,Yield,Error,N,Z_parity,N_parity,parity_product,parity_category,Z_magic_prox,N_magic_prox,Z_magic_dist,N_magic_dist,Z_shell_closure,N_shell_closure,any_shell_closure,N_over_Z,symmetry_energy,mass_excess
-0.7875,-0.75,0.2,1.17e-13,5.82e-16,0.03749999999999998,1.2125,0.03749999999999998,0.04546874999999997,OE,0.3786663491459541,0.6182632969917667,2.7875,1.9625,0,1,1,-0.04761904761910806,-0.22687499999999997,0.825
-0.7875,-0.733333333,0.2,0.0,0.0,0.054166666999999946,1.2125,0.054166666999999946,0.06567708373749993,OE,0.3786663491459541,0.623327197586977,2.7875,1.945833333,0,1,1,-0.06878306920643648,-0.24150094727075797,0.8416666669999999
-0.7875,-0.716666667,0.2,2.61e-16,1.3e-18,0.07083333299999994,1.2125,0.07083333299999994,0.08588541626249993,OE,0.3786663491459541,0.628389169578125,2.7875,1.929166667,0,1,1,-0.08994708952392368,-0.2570009686731003,0.8583333329999999
-0.7875,-0.7,0.2,0.0,0.0,0.08750000000000002,1.2125,0.08750000000000002,0.10609375000000001,OE,0.3786663491459541,0.6334485018359904,2.7875,1.9125,0,1,1,-0.11111111111125223,-0.2734375,0.875
-0.75,-0.866666667,0.2,4.2e-09,3.66e-11,-0.11666666699999995,1.25,1.883333333,2.35416666625,OE,0.38862789708956014,0.5714544282105078,2.75,2.116666667,0,0,0,0.15555555600020732,-0.11570512803883139,0.633333333
-0.75,-0.85,0.2,3.54e-08,1.78e-10,-0.09999999999999998,1.25,1.9,2.375,OE,0.38862789708956014,0.5765033841392934,2.75,2.1,0,0,0,0.13333333333351108,-0.12426470588235296,0.65
-0.75,-0.833333333,0.2,4.85e-08,3.44e-10,-0.08333333300000001,1.25,1.9166666669999999,2.3958333337499997,OE,0.38862789708956014,0.5815567345697334,2.75,2.083333333,0,0,0,0.11111111066681482,-0.13333333352,0.666666667
-0.75,-0.816666666,0.2,5.48e-08,5.33e-10,-0.06666666600000004,1.25,1.9333333339999998,2.4166666675,OE,0.38862789708956014,0.5866138205434106,2.75,2.066666666,0,0,0,0.08888888800011857,-0.14294217726634734,0.683333334
-0.75,-0.8,0.2,2.46e-08,1.91e-10,-0.050000000000000044,1.25,1.95,2.4375,OE,0.38862789708956014,0.5916739764938991,2.75,2.05,0,0,0,0.06666666666675561,-0.15312499999999998,0.7
-0.75,-0.783333333,0.2,1.9e-08,2.01e-10,-0.033333332999999965,1.25,1.9666666670000001,2.45833333375,OE,0.38862789708956014,0.5967365315982126,2.75,2.033333333,0,0,0,0.04444444400005921,-0.16391843993854688,0.716666667
-0.75,-0.766666667,0.2,6.15e-09,6.41e-11,-0.01666666699999997,1.25,1.983333333,2.4791666662500003,OE,0.38862789708956014,0.6018008077914833,2.75,2.016666667,0,0,0,0.022222222666696254,-0.17536231860491497,0.733333333
-0.75,-0.75,0.2,1.44e-09,5.93e-12,0.0,1.25,0.0,0.0,OE,0.38862789708956014,0.6068661223405359,2.75,2.0,0,0,0,-0.0,-0.1875,0.75
-0.75,-0.733333333,0.2,3e-10,1.22e-12,0.01666666699999997,1.25,0.01666666699999997,0.02083333374999996,OE,0.38862789708956014,0.6119317858643221,2.75,1.983333333,0,1,1,-0.022222222666696254,-0.20037878814411156,0.766666667
-0.75,-0.716666667,0.2,4.43e-11,2.21e-13,0.033333332999999965,1.25,0.033333332999999965,0.041666666249999956,OE,0.38862789708956014,0.6169971033959412,2.75,1.9666666670000001,0,1,1,-0.04444444400005921,-0.21405038731517034,0.783333333
